canonical_match_id,golgg_match_id,team_a_name,team_b_name,winner_side,start_time_normalized,status,market_open_p_a_novig,market_open_p_a_raw,market_open_avg_margin,market_open_books,market_mid_p_a_novig,market_mid_p_a_raw,market_mid_avg_margin,market_mid_books,market_close_p_a_novig,market_close_p_a_raw,market_close_avg_margin,market_close_books
76,78905,Fluxo W7M,LOS,team_b,2026-05-31T16:00:00+00:00,finished,0.3357142857142857,0.36774628879892035,0.09525951631214791,2.0,0.3357142857142857,0.36774628879892035,0.09525951631214791,2.0,0.3357142857142857,0.36774628879892035,0.09525951631214791,2.0
60,79017,Keyd Stars Academy,KaBuM! Ilha das Lendas,team_a,2026-06-01T20:00:00+00:00,finished,0.45652173913043476,0.5,0.09523809523809534,1.0,0.46195652173913043,0.5050505050505051,0.09328579916815216,1.0,0.5231607629427794,0.5714285714285714,0.09226190476190466,1.0
144664,80234,Hanwha Life Esports,Kiwoom DRX,team_a,2026-07-27T09:00:00+00:00,finished,0.41756732253780543,0.45576884474253127,0.09140221858607152,6.0,0.41756732253780543,0.45576884474253127,0.09140221858607152,6.0,0.6764633136879706,0.7360478685491748,0.09012974815517638,6.0
144683,80290,Kabum Idl,Team Solid,team_a,2026-07-27T22:00:00+00:00,finished,0.7484419121981936,0.818089430894309,0.0930390380356968,4.0,0.7445807871787103,0.813198269079465,0.09211613018910692,4.0,0.7306875061077889,0.7973710317460317,0.0911389077056885,4.0
144666,80232,KT Rolster,Gen.G,team_b,2026-07-27T07:30:00+00:00,finished,0.6808308732666983,0.7430772190909347,0.09144798294588279,6.0,0.6561562936972618,0.7160097173960412,0.09113732035504592,6.0,0.2880027917291554,0.3139200968617225,0.09183590985294472,6.0
144690,80400,Movistar KOI Fenix,Falke eSports,team_a,2026-07-29T17:30:00+00:00,finished,0.9142942801098718,0.9900990099009901,0.08295615275813299,3.0,0.9142942801098718,0.9900990099009901,0.08295615275813299,3.0,0.9142942801098718,0.9900990099009901,0.08295615275813299,3.0
144682,80289,Pain Gaming Academy,Ei Nerd eSports,team_a,2026-07-27T21:00:00+00:00,finished,0.6827891621332844,0.744949494949495,0.09103403987128494,4.0,0.6836072618850335,0.7478632478632479,0.09394779278503784,4.0,0.6328261273641341,0.6928442650207143,0.09431354146896465,4.0
144691,80409,G2 Nord,VfB eSports,team_a,2026-07-29T15:00:00+00:00,finished,0.9016304751871703,0.9803921568627451,0.08737087471102806,4.0,0.8977947788497289,0.9780125642490006,0.08936660618814884,4.0,0.8850619568781538,0.9615384615384615,0.08644156231365524,4.0
144665,80233,Dplus KIA,T1,team_b,2026-07-27T08:15:00+00:00,finished,0.33766071296938366,0.3690712980515822,0.09286520575535984,6.0,0.33766071296938366,0.3690712980515822,0.09286520575535984,6.0,0.24501224068101354,0.2677530839012547,0.09245086924694719,6.0
144667,80230,BNK FearX,Gen.G,team_b,2026-07-27T06:00:00+00:00,finished,0.6121849234954175,0.6671307065001056,0.08972802936476627,6.0,0.6015833605047874,0.6554044369446846,0.08947275238527168,6.0,0.40355835428326964,0.4402871660533015,0.0898378291711645,6.0
