alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.55,0.5,0.7648004473334731,0.20358891742902316,0.6008486498107506,0.6858304297328688,746,0.1957774798927614,146.05,0.693029490616622
0.55,0.6,0.7648059293613301,0.19857948635718956,0.5810411090074187,0.6858304297328688,620,0.24388709677419357,151.21,0.6661290322580645
0.55,0.7,0.7648059293613301,0.19588219396755163,0.5723762684116894,0.6858304297328688,516,0.2967829457364341,153.14,0.625968992248062
0.55,0.8,0.7648059293613301,0.19473165988598035,0.5696275499863099,0.6858304297328688,403,0.41136476426799,165.77999999999997,0.5781637717121588
0.55,0.9,0.7648059293613301,0.1946026098051616,0.5700925313048654,0.6858304297328688,336,0.48675595238095243,163.55,0.5059523809523809
0.55,1.0,0.7648059293613301,0.19513824914067193,0.5723132481338192,0.6858304297328688,362,0.46538674033149163,168.46999999999997,0.4419889502762431
0.55,1.1,0.7648059293613301,0.19609719052500071,0.5754710993523531,0.6858304297328688,411,0.3899270072992701,160.26000000000002,0.40145985401459855
0.55,1.2,0.7648059293613301,0.19731646941270453,0.57909415238492,0.6858304297328688,458,0.36194323144104806,165.77,0.388646288209607
0.55,1.3,0.7648059293613301,0.19868626598707229,0.582906022905196,0.6858304297328688,487,0.30008213552361396,146.14,0.3675564681724846
0.55,1.5,0.7648059293613301,0.201606727288092,0.5905132682115122,0.6858304297328688,521,0.23332053742802306,121.56000000000002,0.3435700575815739
0.55,1.7,0.7648059293613301,0.2045176681266188,0.597654561996903,0.6858304297328688,554,0.20712996389891697,114.75,0.33935018050541516
0.55,2.0,0.7648059293613301,0.20857580336056808,0.6071394445788251,0.6858304297328688,581,0.1919104991394148,111.5,0.33907056798623064
0.55,2.5,0.7648059293613301,0.21427287810006598,0.6198412376226725,0.6858304297328688,601,0.18640599001663893,112.03,0.3410981697171381
0.55,3.0,0.7648059293613301,0.21876461706583614,0.6295107045015382,0.6858304297328688,610,0.18832786885245903,114.88000000000001,0.3442622950819672
0.6,0.5,0.7661216160469919,0.20316286655494326,0.6006214586181853,0.68931475029036,745,0.20735570469798661,154.48000000000002,0.6926174496644295
0.6,0.6,0.7661229865539562,0.19817302084384436,0.580681294255113,0.68931475029036,634,0.2267507886435331,143.76,0.6577287066246057
0.6,0.7,0.7661229865539562,0.19549806077568674,0.571915025431385,0.68931475029036,539,0.3056029684601113,164.72,0.6289424860853432
0.6,0.8,0.7661229865539562,0.1943698255233186,0.5691182045725849,0.68931475029036,431,0.3804176334106728,163.95999999999998,0.580046403712297
0.6,0.9,0.7661229865539562,0.19426148406637297,0.5695627667719613,0.68931475029036,374,0.46085561497326205,172.36,0.5026737967914439
0.6,1.0,0.7661229865539562,0.19481582292611196,0.5717784537768937,0.68931475029036,391,0.43485933503836316,170.03,0.4424552429667519
